Module,Object,Type,Path,,
inputAdvisor,Enrollment_AlertYesbuttonRegional,XPATH,"(//button[@id=""primaryButton""])[1]",,
inputAdvisor,Enrollment_AlertYesbuttonGlobal,XPATH,"(//button[@id=""primaryButton""])[2]",,
inputAdvisor,Response_AlertYesbuttonChangePlan,XPATH,"(//button[@id=""primaryButton""])[1]",,
inputAdvisor,Designs_ArbitraryHRRequired,XPATH,"//div[text()=""Arbitrary HR is required.""]",,
inputAdvisor,Response_GenTab,XPATH,(//a[@id='general-tab'])[1], ,
inputAdvisor,Response_TTETab,XPATH,(//a[@id='endpoint-tab'])[1],,
inputAdvisor,Response_TwoArmBinTab,XPATH,(//a[@id='binaryEndpoint-tab'])[1],,
inputAdvisor,Response_TwoArmContTab,XPATH,(//a[@id='continuousEndpoint-tab'])[1],,
inputAdvisor,Response_stdDev1stScenario,XPATH,//select[@id='stdDevDropDown_0_0-1'],,
inputAdvisor,Response_stdDev2ndScenario,XPATH,//select[@id='stdDevDropDown_1_0-3'],,
inputAdvisor,Response_SDControlArm,XPATH,//input[@id='sdControl_0$0-1'],,
inputAdvisor,Response_SDArm1Sce1,XPATH,//input[@id='sdTreatment_1$0-1'],,
inputAdvisor,Response_SDArm2Sce1,XPATH,//input[@id='sdTreatment_2$0-1'],,
inputAdvisor,Response_SDArm3Sce1,XPATH,//input[@id='sdTreatment_3$0-1'],,
inputAdvisor,Response_SDArm4Sce1,XPATH,//input[@id='sdTreatment_4$0-1'],,
inputAdvisor,Response_Weightageheader,XPATH,"(//div[@id=""modal-header""])[2]",,
inputAdvisor,Collections_PlanDDPlan1,XPATH,"(//div[contains(@id,""react-select"")])[2]",,
inputAdvisor,Collections_ResponseWeightageIcon,XPATH,//button[@id='btnResponseWeighIcon'],,
inputAdvisor,Collections_ResponseWeightHeaderText,XPATH,//p[normalize-space()='Weights in each group must add up to 100%.'],,
inputAdvisor,Collections_ResponseWeightheaderSetLabel,XPATH,//th[@id='lblColHdrResponseScenarioSet'],,
inputAdvisor,Collections_ResponseWeightheaderWeightLabel,XPATH,//th[@id='lblColHdrResponseScenarioWeight'],,
inputAdvisor,Collections_ResponseWeightRadiobutton1,XPATH,(//td[@class='pr-3 fit'])[1],,
inputAdvisor,Collections_ResponseWeightResponseSet1Label,XPATH,//td[normalize-space()='Response Set 1'],,
inputAdvisor,Collections_ResponseWeightRadiobtn1,XPATH,(//tr[@id='radio-row']//td[1])[1],,
inputAdvisor,Collections_ResponseWeightRadiobtn2,XPATH,(//tr[@id='radio-row']//td[1])[2],,
inputAdvisor,Collections_ResponseWeightSceWeightTextbox,XPATH,//input[@id='scenario-weight-0'],,
inputAdvisor,Collections_ResponseWeightSceWeightTextbox2,XPATH,//input[@id='scenario-weight-1'],,
inputAdvisor,Collections_ResponseWeightTableControlLabel,XPATH,//th[@id='lblColHdrTTEControl'],,
inputAdvisor,Collections_ResponseWeightTableControlWeightLabel,XPATH,//th[@id='lblColHdrTTEControlWeight'],,
inputAdvisor,Collections_ResponseWeightTableControlDropLabel,XPATH,//th[@id='lblColHdrControlDropout'],,
inputAdvisor,Collections_ResponseWeightTableControlDropWeightLabel,XPATH,//th[@id='lblColHdrControlDropoutWeight'],,
inputAdvisor,Collections_ResponseWeightTableHRLabel,XPATH,//th[@id='lblColHdrTTEHazardRatio'],,
inputAdvisor,Collections_ResponseWeightTableHRWeightLabel,XPATH,//th[@id='lblColHdrTTEHazardRatioWeight'],,
inputAdvisor,Collections_ResponseWeightTableTrtmntDropLabel,XPATH,//th[@id='lblColHdrTreatmentDropout'],,
inputAdvisor,Collections_ResponseWeightTableTrtmntDropWeightLabel,XPATH,//th[@id='lblColHdrTreatmentDropoutWeight'],,
inputAdvisor,Collections_ResponseWeightTableWeightContTextbox1,XPATH,//input[@id='modelControlWeightId 0'],,
inputAdvisor,Collections_ResponseWeightTableWeightContTextbox2,XPATH,//input[@id='modelControlWeightId 1'],,
inputAdvisor,Collections_ResponseWeightTableWeightContTextbox3,XPATH,//input[@id='modelControlWeightId 2'],,
inputAdvisor,Collections_ResponseWeightTableWeightHRTextbox1,XPATH,//input[@id='modelHazardRatioId 0'],,
inputAdvisor,Collections_ResponseWeightTableWeightHRTextbox2,XPATH,//input[@id='modelHazardRatioId 1'],,
inputAdvisor,Collections_ResponseWeightTableWeightHRTextbox3,XPATH,//input[@id='modelHazardRatioId 2'],,
inputAdvisor,Collections_ResponseWeightTable1Row1Col1,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[1]/td[1]",,
inputAdvisor,Collections_ResponseWeightTable1Row1Col2,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[1]/td[2]",,
inputAdvisor,Collections_ResponseWeightTable1Row1Col3,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[1]/td[3]",,
inputAdvisor,Collections_ResponseWeightTable1Row1Col4,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[1]/td[4]",,
inputAdvisor,Collections_ResponseWeightTable1Row2Col1,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[2]/td[1]",,
inputAdvisor,Collections_ResponseWeightTable1Row2Col2,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[2]/td[2]",,
inputAdvisor,Collections_ResponseWeightTable1Row2Col3,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[2]/td[3]",,
inputAdvisor,Collections_ResponseWeightTable1Row2Col4,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[2]/td[4]",,
inputAdvisor,Collections_ResponseWeightTable1Row3Col1,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[3]/td[1]",,
inputAdvisor,Collections_ResponseWeightTable1Row3Col2,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[3]/td[2]",,
inputAdvisor,Collections_ResponseWeightTable1Row3Col3,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[3]/td[3]",,
inputAdvisor,Collections_ResponseWeightTable1Row3Col4,XPATH,"//*[@id=""weight-table""]/tbody[1]/tr[3]/td[4]",,
inputAdvisor,Collections_ResponseWeightTable2Row1Col1,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[1]/td[1]",,
inputAdvisor,Collections_ResponseWeightTable2Row1Col2,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[1]/td[2]",,
inputAdvisor,Collections_ResponseWeightTable2Row1Col3,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[1]/td[3]",,
inputAdvisor,Collections_ResponseWeightTable2Row1Col4,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[1]/td[4]",,
inputAdvisor,Collections_ResponseWeightTable2Row2Col1,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[2]/td[1]",,
inputAdvisor,Collections_ResponseWeightTable2Row2Col2,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[2]/td[2]",,
inputAdvisor,Collections_ResponseWeightTable2Row2Col3,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[2]/td[3]",,
inputAdvisor,Collections_ResponseWeightTable2Row2Col4,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[2]/td[4]",,
inputAdvisor,Collections_ResponseWeightTable2Row3Col1,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[3]/td[1]",,
inputAdvisor,Collections_ResponseWeightTable2Row3Col2,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[3]/td[2]",,
inputAdvisor,Collections_ResponseWeightTable2Row3Col3,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[3]/td[3]",,
inputAdvisor,Collections_ResponseWeightTable2Row3Col4,XPATH,"//*[@id=""weight-table""]/tbody[2]/tr[3]/td[4]",,
inputAdvisor,Designs_Non-inferValRangemsg,XPATH,"//div[text()=""Non-Inferiority Margin must be between [-0.9, -0.001] U [0.001, 0.9].""]",,
inputAdvisor,Designs_ParameterValidInput,XPATH,"//div[text()=""Please provide valid input.""]",,
inputAdvisor,Designs_MinRangeValMsgNonInferiority,XPATH,"//div[text()=""Non-Inferiority Margin must be between [-5, -0.01] U [0.01, 5].""]",,
inputAdvisor,Designs_effParametergammafamily,XPATH,//input[@id='eff_parameterGammaFamily-0'],,
inputAdvisor,Designs_futParametergammafamily,XPATH,//input[@id='fut_parameterGammaFamily-0'],,
inputAdvisor,Designs_MinRangeValMsgNonInferiorityTwoCont,XPATH,"//div[text()=""Non-Inferiority Margin must be between [-1000, -0.001] U [0.001, 1000].""]",,
inputAdvisor,Designs_DiffereneConBinaryRangeValMsg,XPATH,"//div[text()=""Difference from Control must be between [-1, 1]""]",,
inputAdvisor,Designs_TargetDeltaRangeValMsgTwoCont,XPATH,"//div[text()=""Target Delta should be between [-1000, 1000].""]",,
inputAdvisor,Designs_DeltaRangeValMsgTwoCont,XPATH,"//div[text()=""Delta should be between -1000 to 1000.""]",,
inputAdvisor,Collections_ResponseDropdown,XPATH,//label[@id='lblCollectionResponseSelected']/..//div[@class='react-select__control css-13cymwt-control'],,
inputAdvisor,Collections_ResponseDropdownInside,XPATH,//label[@id='lblCollectionResponseSelected']/..//div[@class='react-select__input-container css-19bb58m'],,
inputAdvisor,Collections_ResponseDropdownResSet1,XPATH,"(//span[contains(text(),'Response Set 1')])[2]",,
inputAdvisor,Collections_ResponseDropdownResSet2,XPATH,"(//span[contains(text(),'Response Set 2')])[2]",,
inputAdvisor,Collections_ResWeightageControlSumValMsg,XPATH,"//div[text()=""The sum of weights for Control must equal 100.""]",,
inputAdvisor,Collections_ResWeightageControlReqValMsg,XPATH,"//div[text()=""Control Weight is required.""]",,
inputAdvisor,Collections_ResWeightageHRSumValMsg,XPATH,"//div[text()=""The sum of weights for HR must equal 100.""]",,
inputAdvisor,Collections_ResWeightageHRReqValMsg,XPATH,"//div[text()=""HR Weight is required.""]",,
inputAdvisor,Collections_ResponseWeightTableContDropTextbox1,XPATH,//input[@id='dropOutRateControlId 0'],,
inputAdvisor,Collections_ResponseWeightTableContDropTextbox2,XPATH,//input[@id='dropOutRateControlId 1'],,
inputAdvisor,Collections_ResponseWeightTableContDropTextbox3,XPATH,//input[@id='dropOutRateControlId 2'],,
inputAdvisor,Collections_ResponseWeightTableTrtmntDropTextbox1,XPATH,//input[@id='dropOutRateTreatmentId 0'],,
inputAdvisor,Collections_ResponseWeightTableTrtmntDropTextbox2,XPATH,//input[@id='dropOutRateTreatmentId 1'],,
inputAdvisor,Collections_ResponseWeightTableTrtmntDropTextbox3,XPATH,//input[@id='dropOutRateTreatmentId 2'],,
inputAdvisor,Collections_ResWeightControlDropSumValMsg,XPATH,"//div[text()=""The sum of weights for Control Dropout must equal 100.""]",,
inputAdvisor,Collections_ResWeightControlDropReqValMsg,XPATH,"//div[text()=""Control Dropout Weight is required.""]",,
inputAdvisor,Collections_ResWeightTreatmnDropSumValMsg,XPATH,"//div[text()=""The sum of weights for Treatment Dropout must equal 100.""]",,
inputAdvisor,Collections_ResWeightTreatmntDropReqValMsg,XPATH,"//div[text()=""Treatment Dropout Weight is required.""]",,
inputAdvisor,Collections_ResWeightApplydisabled,XPATH,//button[@id='btnResponseApply'],,
inputAdvisor,Collections_ResWeightCancelbutton,XPATH,//button[@id='btnResponseCancel'],,
inputAdvisor,Collections_ResWeightResetDefaultValuebutton,XPATH,//button[@id='btnResponseResetDefaultValues'],,
inputAdvisor,Collections_ResWeightCancelYesbutton,ID,primaryButton,,
inputAdvisor,Collections_ResWeightCancelNobutton,ID,secondaryButton,,
inputAdvisor,Collections_ResWeightResetDefaultbutton,ID,btnResponseResetDefaultValues,,
inputAdvisor,Collections_ResWeightCloseIcon,XPATH,//button[@id='modal-close-button'],,
inputAdvisor,Collections_GenerateDataFileSimModels,ID,generateDataFile,,
TOC,collection_seedsDrpdown,XPATH,//select[@id='seedSelect'],,
Assurance,priorNotSelectedTab,XPATH,//li[text()='Not Selected'],,
Assurance,listOfPriors,XPATH,"//li[contains(text(),'Prior')]",,
Assurance,priorHeaders,XPATH,//div[@id='baseballcard_subtitle']//div//p[@class='baseballcard-tittle-label'],,
Assurance,priorHeadersValues,XPATH,//div[@id='baseballcard_subtitle']//div//p[@class='baseballcard-tittle-value'],,
Assurance,assuranceVal,XPATH,//div[@id='baseballcard_subtitle']//p[text()='Assurance']/following-sibling::p,,
Assurance,clinicalAssuranceVal,XPATH,//div[@id='baseballcard_subtitle']//p[text()='Clinical Assurance']/following-sibling::p,,
Assurance,EPEndOfStudyVal,XPATH,"//div[@id='baseballcard_subtitle']//p[contains(text(),'EP:')]/following-sibling::p",,
Assurance,priorAssuranceDesignLnk,XPATH,//ul[@id='modelcard_tabs']//a[text()='Designs'],,
Assurance,priorAssurancescenarioLnk,XPATH,//ul[@id='modelcard_tabs']//a[text()='Scenarios'],,
Assurance,priorAssuranceAssumptionLnk,XPATH,//ul[@id='modelcard_tabs']//a[text()='Assumptions'],,
Assurance,priorAssuranceFinancialLnk,XPATH,//ul[@id='modelcard_tabs']//a[text()='Financials'],,
Assurance,priorAssuranceOutputLnk,XPATH,//div[text()='Output'],,
Assurance,assuranceActVal,XPATH,//div[@id='baseballcard_subtitle']//p[text()='Assurance']/following-sibling::p,,
Assurance,clinicalAssuranceActVal,XPATH,//div[@id='baseballcard_subtitle']//p[text()='Clinical Assurance']/following-sibling::p,,
Assurance,EPEndOfStudyVal,XPATH,"//div[@id='baseballcard_subtitle']//p[contains(text(),'Until End of Study')]/following-sibling::p",,
inputAdvisor,Plans_StratFactorLabel,XPATH,lblFactor-0,,
inputAdvisor,Plans_StratLevelLabel1,XPATH,lblColHdrLevel1-0,,
inputAdvisor,Plans_StratLevelLabel2,XPATH,lblColHdrLevel2-0,,
inputAdvisor,Plans_StratLevelLabel3,XPATH,lblColHdrLevel3-0,,
inputAdvisor,Plans_StratLevelLabel4,XPATH,lblColHdrLevel4-0,,
inputAdvisor,Plans_StratLevelLabel5,XPATH,lblColHdrLevel5-0,,
inputAdvisor,Plans_StratAddbutton,XPATH,"//button[@id=""btnAddLevel""]",,
inputAdvisor,Plans_StratFactorTextFiels,XPATH,"//input[@id=""factor-0""]",,
inputAdvisor,Plans_StratLevelTextField1,XPATH,"//input[@id=""Level_1-0""]",,
inputAdvisor,Plans_StratLevelTextField2,XPATH,"//input[@id=""Level_2-0""]",,
inputAdvisor,Plans_StratLevelTextField3,XPATH,"//input[@id=""Level_3-0""]",,
inputAdvisor,Plans_StratLevelTextField4,XPATH,"//input[@id=""Level_4-0""]",,
inputAdvisor,Plans_StratLevelTextField5,XPATH,"//input[@id=""Level_5-0""]",,
inputAdvisor,Plans_AddPlan,XPATH,"//button[@id=""btnAddPlan""]",,
inputAdvisor,Design_testStatisticDropdown,XPATH,"(//select[@id=""testStatistics-0""])[1]",,
inputAdvisor,Response_Level1ControlField,XPATH,(//input[@id='control-0'])[1],,
inputAdvisor,Response_Level2ControlField,XPATH,(//input[@id='control-1'])[1],,
inputAdvisor,Response_Level3ControlField,XPATH,(//input[@id='control-2'])[1],,
inputAdvisor,Response_Level4ControlField,XPATH,(//input[@id='control-3'])[1],,
inputAdvisor,Response_Level5ControlField,XPATH,(//input[@id='control-4'])[1],,
inputAdvisor,Response_Level1HazardField,XPATH,(//input[@id='hazardRatio-0'])[1],,
inputAdvisor,Response_Level2HazardField,XPATH,(//input[@id='hazardRatio-1'])[1],,
inputAdvisor,Response_Level3HazardField,XPATH,(//input[@id='hazardRatio-2'])[1],,
inputAdvisor,Response_Level4HazardField,XPATH,(//input[@id='hazardRatio-3'])[1],,
inputAdvisor,Response_Level5HazardField,XPATH,(//input[@id='hazardRatio-4'])[1],,
inputAdvisor,Response_CumbyTimeTextField1,XPATH,(//input[@id='byTime-0'])[1],,
inputAdvisor,Response_CumbyTimeTextField2,XPATH,(//input[@id='byTime-1'])[1],,
inputAdvisor,Response_CumbyTimeTextField3,XPATH,(//input[@id='byTime-2'])[1],,
inputAdvisor,Response_CumbyTimeTextField4,XPATH,(//input[@id='byTime-3'])[1],,
inputAdvisor,Response_CumbyTimeTextField5,XPATH,(//input[@id='byTime-4'])[1],,
inputAdvisor,Plans_VariableCheckbox,XPATH,//label[@for='variable-0_1'],,
inputAdvisor,Plans_VariableLabel,XPATH,"//input[@id=""variable-0_1""]",,
inputAdvisor,Plans_DeleteFollowup,XPATH,"//button[@id=""btnDeleteEndPoint-1""]",,
inputAdvisor,Plans_EllipsisCard1,XPATH,ellipsisIcon0,,
inputAdvisor,Plans_EllipsisCard2,XPATH,ellipsisIcon1,,
inputAdvisor,Plans_EllipsisDeleteCard1,XPATH,btnDeletePlan-0,,
inputAdvisor,Plans_EllipsisDeleteCard2,XPATH,btnDeletePlan-1,,
inputAdvisor,Plans_EllipsisDuplicateCard1,XPATH,btnDuplicatePlan-0,,
inputAdvisor,Plans_EllipsisDuplicateCard2,XPATH,btnDuplicatePlan-1,,
inputAdvisor,Response_StratificationFactorLabel,ID,lblColHdrResponseStratificationFactor,,
inputAdvisor,Response_StratificationFactorName,XPATH,"//td[@class=""border-right normal-pr""]",,
inputAdvisor,Response_StratificationLevelColName,ID,lblColHdrResponseStratificationLevel,,
inputAdvisor,Response_StratLevel1,XPATH,"(//td[@class=""normal-pl""])[1]",,
inputAdvisor,Response_StratLevel2,XPATH,"(//td[@class=""normal-pl""])[2]",,
inputAdvisor,Response_StratLevel3,XPATH,"(//td[@class=""normal-pl""])[3]",,
inputAdvisor,Response_StratLevel4,XPATH,"(//td[@class=""normal-pl""])[4]",,
inputAdvisor,Response_StratLevel5,XPATH,"(//td[@class=""normal-pl""])[5]",,
inputAdvisor,Response_StratLabelControl,ID,lblColHdrControl,,
inputAdvisor,Response_StratLabelTreatment,ID,lblColHdrTreatment,,
inputAdvisor,Response_StratLabelRatio,ID,lblColHdrHazardRatio,,
inputAdvisor,Response_StratLabelPieces,ID,"(//select[@id=""numberOfPieces""])[1]",,
inputAdvisor,Response_StratLabelTreat1,ID,treatment-0,,
inputAdvisor,Response_StratLabelTreat2,ID,treatment-1,,
inputAdvisor,Response_StratLabelTreat3,ID,treatment-2,,
inputAdvisor,Response_StratLabelTreat4,ID,treatment-3,,
inputAdvisor,Response_StratLabelTreat5,ID,treatment-4,,
inputAdvisor,Response_DropoutLabelPieces,XPATH,"(//select[@id=""dropoutRateModel_numberOfPieces-0""])[2]",,
inputAdvisor,Enrollment_StratTab,XPATH,"//a[@id=""stratification-prevalence-tab""]",,
inputAdvisor,Enrollment_StratTabFactorLabel,ID,lblColHdrEnrollmentStratificationFactor-0,,
inputAdvisor,Enrollment_StratTabLevelLabel,ID,lblColHdrEnrollmentStratificationLevel-0,,
inputAdvisor,Enrollment_StratTabSet1Label,XPATH,"//th[@id=""lblColHdrEnrollmentStratificationSet1-0""]/div/span",,
inputAdvisor,Enrollment_StratAddPrevalencebutton,ID,btnAddPrevalenceSet-0,,
inputAdvisor,Enrollment_StratTabSet1DeleteIcon,ID,btnDeletePrevalenceSet1-0,,
inputAdvisor,Enrollment_StratTabSet2Label,XPATH,"//*[@id=""lblColHdrEnrollmentStratificationSet2-0""]/div/span",,
inputAdvisor,Enrollment_StratTabSet2DeleteIcon,ID,btnDeletePrevalenceSet2-0,,
inputAdvisor,Enrollment_StratFactorName,XPATH,//td[@class='fit border-right'],,
inputAdvisor,Enrollment_StratLevel1Label,XPATH,"(//td[@class=""fit""])[1]",,
inputAdvisor,Enrollment_StratLevel2Label,XPATH,"(//td[@class=""fit""])[2]",,
inputAdvisor,Enrollment_StratLevel3Label,XPATH,"(//td[@class=""fit""])[3]",,
inputAdvisor,Enrollment_StratLevel4Label,XPATH,"(//td[@class=""fit""])[4]",,
inputAdvisor,Enrollment_StratLevel5Label,XPATH,"(//td[@class=""fit""])[5]",,
inputAdvisor,Enrollment_Strat1Textbox,XPATH,"//input[@id=""set1-1""]",,
inputAdvisor,Enrollment_Strat2Textbox,XPATH,"//input[@id=""set2-1""]",,
inputAdvisor,Enrollment_Strat3Textbox,XPATH,"//input[@id=""set3-1""]",,
inputAdvisor,Enrollment_Strat4Textbox,XPATH,"//input[@id=""set4-1""]",,
inputAdvisor,Enrollment_Strat5Textbox,XPATH,"//input[@id=""set5-1""]",,
inputAdvisor,Enrollment_Strat1Textbox,XPATH,"//input[@id=""set1-2""]",,
inputAdvisor,Enrollment_Strat2Textbox,XPATH,"//input[@id=""set2-2""]",,
inputAdvisor,Enrollment_Strat3Textbox,XPATH,"//input[@id=""set3-2""]",,
inputAdvisor,Enrollment_Strat4Textbox,XPATH,"//input[@id=""set4-2""]",,
inputAdvisor,Enrollment_Strat5Textbox,XPATH,"//input[@id=""set5-2""]",,
inputAdvisor,Enrollment_StratLevelsTotalLabel,XPATH,"(//td[@class=""fit""])[6]",,
inputAdvisor,Enrollment_StratSet1ColTotalValue,XPATH,"//*[@id=""stratification-prevalence-content""]//tr[7]/td[2]",,
inputAdvisor,Plans_winningConditionDropdown,XPATH,(//select[@id='winningCondition-0'])[1],,
inputAdvisor,Designs_DEPArmsDropdown,XPATH,numberOfArms-0,,
inputAdvisor,Designs_DEPPlannedEoTDDlabel,XPATH,lblPlannedEndOfTrial-0,,
inputAdvisor,Designs_DEPPlannedEoTDropdown,XPATH,plannedEndofTrial-0,,
inputAdvisor,Designs_DEPMultiadjLabel,XPATH,lblMultiplicityAdjustment-0,,
inputAdvisor,Designs_DEPType1ErrorAllocation,ID,type1ErrorAllocation-0-0,,
inputAdvisor,Designs_DEPMultiadjDropdown,XPATH,"//select[@id=""multiplicityAdjustment-0""]",,
inputAdvisor,Designs_DEPTestingOrderDropdownLabel,XPATH,lblTestingOrder-0,,
inputAdvisor,Designs_DEPTestingOrderDropdown,XPATH,"//select[@id=""testingOrder-0""]",,
inputAdvisor,Designs_DEPEP1Label,XPATH,(//div[text()='EP1'])[1],,
inputAdvisor,Designs_DEPEP2Label,XPATH,(//div[text()='EP2'])[1],,
inputAdvisor,Designs_DEPHypothesisLabelEP1,XPATH,lblHypothesis-0-0,,
inputAdvisor,Designs_DEPHypothesisLabelEP2,XPATH,lblHypothesis-0-1,,
inputAdvisor,Designs_DEPTeststatisticLabelEP1,XPATH,lblTestStatistic-0-0,,
inputAdvisor,Designs_DEPTeststatisticLabelEP2,XPATH,lblTestStatistic-0-1,,
inputAdvisor,Designs_DEPNoOfEventsLabelEP1,XPATH,lblNumberOfEvents-0-0,,
inputAdvisor,Designs_DEPNoOfEventsLabelEP2,XPATH,lblNumberOfEvents-0-1,,
response,response_ControlInputField2,XPATH,//input[@id='control1'],,
response,response_TreatmentInputField,XPATH,//input[@id='endpointModel_treatment-0'],,
response,response_HazardRatioInputField2,XPATH,//input[@id='hazardRatio1'],,
response,response_GeneralTabLink,XPATH,//a[@id='general-tab'],,
response,response_DrpOutDistributionField,XPATH,"//input[@id=""dropoutRateModel_model-0""]",,
response,response_DrpOutInputMethodField,XPATH,"//input[@id=""dropoutRateModel_inputMethod-0""]",,
response,response_DrpOutNumberOfPiecesField,XPATH,"//select[@id=""dropoutRateModel_numberOfPieces-0""]",,
inputAdvisor,Response_Cum_BytimeTextboxCard3,XPATH,(//input[@id='cumByTime1']),,
inputAdvisor,collection_RemoveEnrollmentCard,XPATH,"(//div[@aria-hidden=""true""])[7]",,
inputAdvisor,Cost_enableToggle,XPATH,"//label[@for=""btnIncludeCost""]",,
inputAdvisor,Cost_avgCostPerPatient,ID,avgCostPerPatientId,,
inputAdvisor,Enrollment_Weight_ApplyButton,ID,btnEnrollmentApply,,
inputAdvisor,Enrollment_Weight_CancelButton,ID,btnEnrollmentCancel,,
inputAdvisor,Enrollment_Weight_ResetDefaultValuesButton,ID,btnEnrollmentResetDefaultValues,,
inputAdvisor,Enrollment_Weight_WeightTable,ID,enrollment-weight-table,,
inputAdvisor,Enrollment_Weight_RadioTable,ID,radio-table,,
inputAdvisor,Enrollment_Weight_CloseButton,ID,btn-close,,
inputAdvisor,Enrollment_Weight_Weight(%),XPATH,//*[text()='Weight (%)'],,
inputAdvisor,Enrollment_Weight_EnrollmentSet1,XPATH,//td[text()='Enrollment Set 1'],,
inputAdvisor,Enrollment_Weight_EnrollmentSet2,XPATH,//td[text()='Enrollment Set 2'],,
inputAdvisor,Enrollment_Weight_EnrollmentSet3,XPATH,//td[text()='Enrollment Set 3'],,
inputAdvisor,Enrollment_Weight_HeaderTitle,XPATH,"//h5[text()=""Enrollment""]",,
inputAdvisor,Enrollment_Weight_EnrollmentSet1WeightValue,XPATH,(//*[@id='radio-row']/td[3]/input)[1],,
inputAdvisor,Enrollment_Weight_EnrollmentSet2WeightValue,XPATH,(//*[@id='radio-row']/td[3]/input)[2],,
inputAdvisor,Enrollment_Weight_EnrollmentSet3WeightValue,XPATH,(//*[@id='radio-row']/td[3]/input)[3],,
inputAdvisor,Enrollment_Weight_AverageSubjectEnrolledLable,XPATH,//*[text()='Avg. Subjects Enrolled '],,
inputAdvisor,Enrollment_Weight_AveragePatientsEnrolled,XPATH,//input[@name='avgPatientsEnrolled'],,
inputAdvisor,Collections_EnrollWeightRadiobtn1,XPATH,(//tr[@id='radio-row']//td[1])[1],,
inputAdvisor,Collections_EnrollWeightRadiobtn2,XPATH,(//tr[@id='radio-row']//td[1])[2],,
inputAdvisor,Collections_EnrollWeightRadiobtn3,XPATH,(//tr[@id='radio-row']//td[1])[3],,
inputAdvisor,Collections_EnrollWeightAvgSubEnrollValue1,XPATH,//table[@id='weight-table']//tbody//tr[1]//td[1],,
inputAdvisor,Collections_EnrollWeightAvgSubEnrollValue2,XPATH,//table[@id='weight-table']//tbody//tr[2]//td[1],,
inputAdvisort,Collections_EnrollWeightAvgSubEnrollValue3,XPATH,//table[@id='weight-table']//tbody//tr[3]//td[1],,
inputAdvisor,Collections_EnrollWeightAvgSubEnrollWeightValue1,XPATH,//table[@id='weight-table']//tbody//tr[1]//td[2],,
inputAdvisor,Collections_EnrollWeightAvgSubEnrollWeightValue2,XPATH,//table[@id='weight-table']//tbody//tr[2]//td[2],,
inputAdvisor,Collections_EnrollWeightAvgSubEnrollWeightValue3,XPATH,//table[@id='weight-table']//tbody//tr[3]//td[2],,
inputAdvisor,Collections_EnrollWeightRadioRowWeightValue1,ID,lblColHdrEnrollmentScenarioWeight-0,,
inputAdvisor,Collections_EnrollWeightRadioRowWeightValue2,ID,lblColHdrEnrollmentScenarioWeight-1,,
inputAdvisor,Collections_EnrollWeightRadioRowWeightValue3,ID,lblColHdrEnrollmentScenarioWeight-2,,
inputAdvisor,Collections_EnrollWeightHeaderText,XPATH,//p[normalize-space()='Weights in each group must add up to 100%.'],,
inputAdvisor,Collections_EnrollWeightheaderSetLabel,XPATH,//th[@id='lblColHdrEnrollmentScenarioSet'],,
inputAdvisor,Collections_EnrollWeightheaderWeightLabel,XPATH,//th[@id='lblColHdrEnrollmentScenarioWeight'],,
inputAdvisor,Collections_EnrollWeightageSetSumValMsg,XPATH,"//div[text()=""The sum of weights for all Sets must be 100.""]",,
inputAdvisor,Collections_EnrollWeightageSetReqValMsg,XPATH,"//div[text()=""Set Weight is required.""]",,
inputAdvisor,Collections_EnrollWeightageAvgSumValMsg,XPATH,"//div[text()=""The sum of weights for Avg. Subjects must equal 100.""]",,
inputAdvisor,Collections_EnrollWeightageAvgSumReqValMsg,XPATH,"//div[text()=""Avg. Subjects Enrolled is required.""]",,
inputAdvisor,Collections_EnrollWeightageAvgWeigtextbox1,ID,avgPatientsEnrolledId 0,,
inputAdvisor,Collections_EnrollWeightageAvgWeigtextbox2,ID,avgPatientsEnrolledId 1,,
inputAdvisor,Collections_EnrollWeightageAvgWeigtextbox3,ID,avgPatientsEnrolledId 2,,
inputAdvisor,enroll_enrollmentTypeDropdown_Card2,XPATH,"(//select[@id=""enrollment-periods""])[2]",,
